,Date,Start (ET),Visitor,Visitor Points,Home,Home Points,Arena,Box Score Link,Arena_Corrected,Teams,Game_Latitude,Game_Longitude,Prev_Game_Lat,Prev_Game_Long,Prev_Date,Travel_Distance,Back_to_Back,Team,Winner,Opponent_WinPct
1868,2024-04-07,8:30p,Utah Jazz,110,Golden State Warriors,118,Chase Center,/boxscores/202404070GSW.html,Chase Center,Warriors,37.76824305,-122.3879952,32.79084174,-96.81031908,4/5/24,2378.705192180015,False,Golden State Warriors,Golden State Warriors,0.3741935483870968
1952,2024-04-07,7:30p,Sacramento Kings,107,Brooklyn Nets,77,Barclays Center,/boxscores/202404070BRK.html,Barclays Center,Nets,40.68282142,-73.97543706,40.68282142,-73.97543706,4/6/24,0.0,True,Brooklyn Nets,Sacramento Kings,0.5741935483870968
2545,2024-04-07,7:00p,New York Knicks,122,Milwaukee Bucks,109,Fiserv Forum,/boxscores/202404070MIL.html,Fiserv Forum,Bucks,43.04526446,-87.91742912,43.04526446,-87.91742912,4/5/24,0.0,False,Milwaukee Bucks,New York Knicks,0.5844155844155844
1413,2024-04-07,7:00p,New York Knicks,122,Milwaukee Bucks,109,Fiserv Forum,/boxscores/202404070MIL.html,Fiserv Forum,Bucks,43.04526446,-87.91742912,41.88085455,-87.674251,4/5/24,131.00391988410794,False,New York Knicks,New York Knicks,0.6064516129032258
699,2024-04-07,6:00p,Washington Wizards,122,Toronto Raptors,130,Scotiabank Arena,/boxscores/202404070TOR.html,Scotiabank Arena,Raptors,43.64395522,-79.37918473,38.89838877,-77.02081388,4/5/24,563.2236007329624,False,Washington Wizards,Toronto Raptors,0.3161290322580645
1508,2024-04-07,5:00p,Miami Heat,115,Indiana Pacers,117,Gainbridge Fieldhouse,/boxscores/202404070IND.html,Gainbridge Fieldhouse,Pacers,39.76434114,-86.15563165,29.75115882,-95.36222803,4/5/24,1393.619281872896,False,Miami Heat,Indiana Pacers,0.559748427672956
1509,2024-04-09,7:30p,Miami Heat,117,Atlanta Hawks,111,State Farm Arena,/boxscores/202404090ATL.html,State Farm Arena,Hawks,33.75786112,-84.39606134,39.76434114,-86.15563165,4/7/24,685.9926150048666,False,Miami Heat,Miami Heat,0.46153846153846156
963,2024-04-09,8:00p,Sacramento Kings,105,Oklahoma City Thunder,112,Paycom Center,/boxscores/202404090OKC.html,Paycom Center,Thunder,35.46387036,-97.51509234,40.68282142,-73.97543706,4/7/24,2133.3937970845755,False,Sacramento Kings,Oklahoma City Thunder,0.6794871794871795
433,2024-04-09,7:30p,Boston Celtics,91,Milwaukee Bucks,104,Fiserv Forum,/boxscores/202404090MIL.html,Fiserv Forum,Bucks,43.04526446,-87.91742912,42.36641599,-71.06216746,4/7/24,1377.0095209893448,False,Boston Celtics,Milwaukee Bucks,0.6025641025641025
167,2024-04-09,10:00p,Los Angeles Clippers,105,Phoenix Suns,92,Footprint Center,/boxscores/202404090PHO.html,Footprint Center,Suns,33.44599214,-112.0712861,33.44599214,-112.0712861,4/7/24,0.0,False,Phoenix Suns,Los Angeles Clippers,0.6410256410256411
2366,2024-04-09,7:00p,Indiana Pacers,140,Toronto Raptors,123,Scotiabank Arena,/boxscores/202404090TOR.html,Scotiabank Arena,Raptors,43.64395522,-79.37918473,39.76434114,-86.15563165,4/7/24,708.5210486116914,False,Indiana Pacers,Indiana Pacers,0.32051282051282054
700,2024-04-09,8:00p,Washington Wizards,121,Minnesota Timberwolves,130,Target Center,/boxscores/202404090MIN.html,Target Center,Wolves,44.97989588,-93.27615907,43.64395522,-79.37918473,4/7/24,1114.2398175636206,False,Washington Wizards,Minnesota Timberwolves,0.6923076923076923
534,2024-04-09,7:30p,Miami Heat,117,Atlanta Hawks,111,State Farm Arena,/boxscores/202404090ATL.html,State Farm Arena,Hawks,33.75786112,-84.39606134,39.74888699,-105.007631,4/6/24,1947.9476643061848,False,Atlanta Hawks,Miami Heat,0.554140127388535
80,2024-04-09,10:00p,Golden State Warriors,134,Los Angeles Lakers,120,Crypto.com Arena,/boxscores/202404090LAL.html,Crypto.com Arena,Lakers,34.04327087,-118.2673077,34.04327087,-118.2673077,4/7/24,0.0,False,Los Angeles Lakers,Golden State Warriors,0.5512820512820513
2282,2024-04-09,9:00p,Denver Nuggets,111,Utah Jazz,95,Delta Center,/boxscores/202404090UTA.html,Delta Center,Jazz,40.76849155,-111.9011089,37.76824305,-122.3879952,4/7/24,961.6782612720648,False,Utah Jazz,Denver Nuggets,0.6923076923076923
2464,2024-04-09,8:00p,San Antonio Spurs,102,Memphis Grizzlies,87,FedEx Forum,/boxscores/202404090MEM.html,FedExForum,Grizzlies,35.13827779,-90.05061859,29.42731446,-98.4374652,4/7/24,1011.6420997895166,False,San Antonio Spurs,San Antonio Spurs,0.34615384615384615
875,2024-04-09,10:00p,New Orleans Pelicans,110,Portland Trail Blazers,100,Moda Center,/boxscores/202404090POR.html,Moda Center,Trailblazers,45.53187324,-122.6668208,33.44599214,-112.0712861,4/7/24,1619.4075707182458,False,New Orleans Pelicans,New Orleans Pelicans,0.2692307692307692
2116,2024-04-09,8:00p,New York Knicks,128,Chicago Bulls,117,United Center,/boxscores/202404090CHI.html,United Center,Bulls,41.88085455,-87.674251,28.53944289,-81.38376767,4/7/24,1588.5752814435425,False,Chicago Bulls,New York Knicks,0.5897435897435898
1414,2024-04-09,8:00p,New York Knicks,128,Chicago Bulls,117,United Center,/boxscores/202404090CHI.html,United Center,Bulls,41.88085455,-87.674251,43.04526446,-87.91742912,4/7/24,131.00391988410794,False,New York Knicks,New York Knicks,0.4713375796178344
1047,2024-04-09,7:00p,Dallas Mavericks,130,Charlotte Hornets,104,Spectrum Center,/boxscores/202404090CHO.html,Spectrum Center,Hornets,35.22545375,-80.83938972,32.79084174,-96.81031908,4/7/24,1495.0878764494462,False,Dallas Mavericks,Dallas Mavericks,0.24358974358974358
1598,2024-04-09,9:00p,Denver Nuggets,111,Utah Jazz,95,Delta Center,/boxscores/202404090UTA.html,Delta Center,Jazz,40.76849155,-111.9011089,39.74888699,-105.007631,4/6/24,595.6747210035433,False,Denver Nuggets,Denver Nuggets,0.36942675159235666
617,2024-04-09,7:00p,Detroit Pistons,102,Philadelphia 76ers,120,Wells Fargo Center,/boxscores/202404090PHI.html,Wells Fargo Center,76ers,39.9016048,-75.17200096,40.68282142,-73.97543706,4/6/24,133.58406925680117,False,Detroit Pistons,Philadelphia 76ers,0.5569620253164557
1869,2024-04-09,10:00p,Golden State Warriors,134,Los Angeles Lakers,120,Crypto.com Arena,/boxscores/202404090LAL.html,Crypto.com Arena,Lakers,34.04327087,-118.2673077,37.76824305,-122.3879952,4/7/24,556.0170387307771,False,Golden State Warriors,Golden State Warriors,0.5714285714285714
351,2024-04-09,8:00p,Orlando Magic,106,Houston Rockets,118,Toyota Center,/boxscores/202404090HOU.html,Toyota Center,Rockets,29.75115882,-95.36222803,32.79084174,-96.81031908,4/7/24,364.930012979095,False,Houston Rockets,Houston Rockets,0.5897435897435898
1692,2024-04-09,10:00p,Los Angeles Clippers,105,Phoenix Suns,92,Footprint Center,/boxscores/202404090PHO.html,Footprint Center,Suns,33.44599214,-112.0712861,34.04327087,-118.2673077,4/7/24,576.6354488241543,False,Los Angeles Clippers,Los Angeles Clippers,0.5859872611464968
253,2024-04-09,8:00p,Washington Wizards,121,Minnesota Timberwolves,130,Target Center,/boxscores/202404090MIN.html,Target Center,Wolves,44.97989588,-93.27615907,34.04327087,-118.2673077,4/7/24,2450.083143445147,False,Minnesota Timberwolves,Minnesota Timberwolves,0.18867924528301888
2200,2024-04-09,8:00p,San Antonio Spurs,102,Memphis Grizzlies,87,FedEx Forum,/boxscores/202404090MEM.html,FedExForum,Grizzlies,35.13827779,-90.05061859,35.13827779,-90.05061859,4/6/24,0.0,False,Memphis Grizzlies,San Antonio Spurs,0.2484076433121019
2546,2024-04-09,7:30p,Boston Celtics,91,Milwaukee Bucks,104,Fiserv Forum,/boxscores/202404090MIL.html,Fiserv Forum,Bucks,43.04526446,-87.91742912,43.04526446,-87.91742912,4/7/24,0.0,False,Milwaukee Bucks,Milwaukee Bucks,0.7898089171974523
1233,2024-04-09,8:00p,Sacramento Kings,105,Oklahoma City Thunder,112,Paycom Center,/boxscores/202404090OKC.html,Paycom Center,Thunder,35.46387036,-97.51509234,35.22545375,-80.83938972,4/7/24,1510.9242024833643,False,Oklahoma City Thunder,Oklahoma City Thunder,0.5732484076433121
1780,2024-04-09,8:00p,Orlando Magic,106,Houston Rockets,118,Toyota Center,/boxscores/202404090HOU.html,Toyota Center,Rockets,29.75115882,-95.36222803,28.53944289,-81.38376767,4/7/24,1363.3587563238773,False,Orlando Magic,Houston Rockets,0.49044585987261147
1151,2024-04-09,10:00p,New Orleans Pelicans,110,Portland Trail Blazers,100,Moda Center,/boxscores/202404090POR.html,Moda Center,Trailblazers,45.53187324,-122.6668208,42.36641599,-71.06216746,4/7/24,4074.649262744916,False,Portland Trail Blazers,New Orleans Pelicans,0.5923566878980892
2634,2024-04-09,7:00p,Dallas Mavericks,130,Charlotte Hornets,104,Spectrum Center,/boxscores/202404090CHO.html,Spectrum Center,Hornets,35.22545375,-80.83938972,35.22545375,-80.83938972,4/7/24,0.0,False,Charlotte Hornets,Dallas Mavericks,0.6178343949044586
1326,2024-04-09,7:00p,Detroit Pistons,102,Philadelphia 76ers,120,Wells Fargo Center,/boxscores/202404090PHI.html,Wells Fargo Center,76ers,39.9016048,-75.17200096,29.42731446,-98.4374652,4/7/24,2415.142173975557,False,Philadelphia 76ers,Philadelphia 76ers,0.16560509554140126
2034,2024-04-09,7:00p,Indiana Pacers,140,Toronto Raptors,123,Scotiabank Arena,/boxscores/202404090TOR.html,Scotiabank Arena,Raptors,43.64395522,-79.37918473,43.64395522,-79.37918473,4/7/24,0.0,False,Toronto Raptors,Indiana Pacers,0.5652173913043478
2035,2024-04-10,7:30p,Toronto Raptors,102,Brooklyn Nets,106,Barclays Center,/boxscores/202404100BRK.html,Barclays Center,Nets,40.68282142,-73.97543706,43.64395522,-79.37918473,4/9/24,553.6808669934783,True,Toronto Raptors,Brooklyn Nets,0.3924050632911392
535,2024-04-10,7:30p,Charlotte Hornets,115,Atlanta Hawks,114,State Farm Arena,/boxscores/202404100ATL.html,State Farm Arena,Hawks,33.75786112,-84.39606134,33.75786112,-84.39606134,4/9/24,0.0,True,Atlanta Hawks,Charlotte Hornets,0.24050632911392406
1048,2024-04-10,7:30p,Dallas Mavericks,111,Miami Heat,92,Kaseya Center,/boxscores/202404100MIA.html,Kaseya Center,Heat,25.7814792,-80.18699451,35.22545375,-80.83938972,4/9/24,1051.9718944021324,True,Dallas Mavericks,Dallas Mavericks,0.5569620253164557
168,2024-04-10,10:30p,Phoenix Suns,124,Los Angeles Clippers,108,Crypto.com Arena,/boxscores/202404100LAC.html,Crypto.com Arena,Clippers,34.04327087,-118.2673077,33.44599214,-112.0712861,4/9/24,576.6354488241543,True,Phoenix Suns,Phoenix Suns,0.6455696202531646
1953,2024-04-10,7:30p,Toronto Raptors,102,Brooklyn Nets,106,Barclays Center,/boxscores/202404100BRK.html,Barclays Center,Nets,40.68282142,-73.97543706,40.68282142,-73.97543706,4/7/24,0.0,False,Brooklyn Nets,Brooklyn Nets,0.31446540880503143
1510,2024-04-10,7:30p,Dallas Mavericks,111,Miami Heat,92,Kaseya Center,/boxscores/202404100MIA.html,Kaseya Center,Heat,25.7814792,-80.18699451,33.75786112,-84.39606134,4/9/24,975.2697748161092,True,Miami Heat,Dallas Mavericks,0.6226415094339622
254,2024-04-10,10:00p,Minnesota Timberwolves,107,Denver Nuggets,116,Ball Arena,/boxscores/202404100DEN.html,Ball Arena,Nuggets,39.74888699,-105.007631,44.97989588,-93.27615907,4/9/24,1124.0989602036636,True,Minnesota Timberwolves,Denver Nuggets,0.6962025316455697
1599,2024-04-10,10:00p,Minnesota Timberwolves,107,Denver Nuggets,116,Ball Arena,/boxscores/202404100DEN.html,Ball Arena,Nuggets,39.74888699,-105.007631,40.76849155,-111.9011089,4/9/24,595.6747210035433,True,Denver Nuggets,Denver Nuggets,0.6918238993710691
2465,2024-04-10,8:00p,San Antonio Spurs,89,Oklahoma City Thunder,127,Paycom Center,/boxscores/202404100OKC.html,Paycom Center,Thunder,35.46387036,-97.51509234,35.13827779,-90.05061859,4/9/24,678.1992912109184,True,San Antonio Spurs,Oklahoma City Thunder,0.6835443037974683
2201,2024-04-10,7:00p,Memphis Grizzlies,98,Cleveland Cavaliers,110,Rocket Mortgage Fieldhouse,/boxscores/202404100CLE.html,Rocket Mortgage FieldHouse,Cavs,41.4969733,-81.68818615,35.13827779,-90.05061859,4/9/24,1015.0083541443538,True,Memphis Grizzlies,Cleveland Cavaliers,0.5822784810126582
2547,2024-04-10,8:00p,Orlando Magic,99,Milwaukee Bucks,117,Fiserv Forum,/boxscores/202404100MIL.html,Fiserv Forum,Bucks,43.04526446,-87.91742912,43.04526446,-87.91742912,4/9/24,0.0,True,Milwaukee Bucks,Milwaukee Bucks,0.5822784810126582
1781,2024-04-10,8:00p,Orlando Magic,99,Milwaukee Bucks,117,Fiserv Forum,/boxscores/202404100MIL.html,Fiserv Forum,Bucks,43.04526446,-87.91742912,29.75115882,-95.36222803,4/9/24,1619.7832874702597,True,Orlando Magic,Milwaukee Bucks,0.610062893081761
1693,2024-04-10,10:30p,Phoenix Suns,124,Los Angeles Clippers,108,Crypto.com Arena,/boxscores/202404100LAC.html,Crypto.com Arena,Clippers,34.04327087,-118.2673077,33.44599214,-112.0712861,4/9/24,576.6354488241543,True,Los Angeles Clippers,Phoenix Suns,0.5849056603773585
782,2024-04-10,7:00p,Memphis Grizzlies,98,Cleveland Cavaliers,110,Rocket Mortgage Fieldhouse,/boxscores/202404100CLE.html,Rocket Mortgage FieldHouse,Cavs,41.4969733,-81.68818615,34.04327087,-118.2673077,4/7/24,3293.774722097148,False,Cleveland Cavaliers,Cleveland Cavaliers,0.33962264150943394
2635,2024-04-10,7:30p,Charlotte Hornets,115,Atlanta Hawks,114,State Farm Arena,/boxscores/202404100ATL.html,State Farm Arena,Hawks,33.75786112,-84.39606134,35.22545375,-80.83938972,4/9/24,364.494618619649,True,Charlotte Hornets,Charlotte Hornets,0.4528301886792453
1234,2024-04-10,8:00p,San Antonio Spurs,89,Oklahoma City Thunder,127,Paycom Center,/boxscores/202404100OKC.html,Paycom Center,Thunder,35.46387036,-97.51509234,35.46387036,-97.51509234,4/9/24,0.0,True,Oklahoma City Thunder,Oklahoma City Thunder,0.25157232704402516
434,2024-04-11,7:30p,New York Knicks,118,Boston Celtics,109,TD Garden,/boxscores/202404110BOS.html,TD Garden,Celtics,42.37,-71.06216746,43.04526446,-87.91742912,4/9/24,1376.948244962473,False,Boston Celtics,New York Knicks,0.5949367088607594
964,2024-04-11,10:00p,New Orleans Pelicans,135,Sacramento Kings,123,Golden 1 Center,/boxscores/202404110SAC.html,Golden 1 Center,Kings,38.58042676,-121.4996817,35.46387036,-97.51509234,4/9/24,2151.0023692865034,False,Sacramento Kings,New Orleans Pelicans,0.5949367088607594
618,2024-04-11,7:00p,Chicago Bulls,127,Detroit Pistons,105,Little Caesars Arena,/boxscores/202404110DET.html,Little Caesars Arena,Pistons,42.34136826,-83.05529949,39.9016048,-75.17200096,4/9/24,713.5394223125048,False,Detroit Pistons,Chicago Bulls,0.46835443037974683
1415,2024-04-11,7:30p,New York Knicks,118,Boston Celtics,109,TD Garden,/boxscores/202404110BOS.html,TD Garden,Celtics,42.37,-71.06216746,41.88085455,-87.674251,4/9/24,1368.9114025530032,False,New York Knicks,New York Knicks,0.779874213836478
876,2024-04-11,10:00p,New Orleans Pelicans,135,Sacramento Kings,123,Golden 1 Center,/boxscores/202404110SAC.html,Golden 1 Center,Kings,38.58042676,-121.4996817,45.53187324,-122.6668208,4/9/24,778.9234143044382,False,New Orleans Pelicans,New Orleans Pelicans,0.5660377358490566
2283,2024-04-11,9:00p,Houston Rockets,121,Utah Jazz,124,Delta Center,/boxscores/202404110UTA.html,Delta Center,Jazz,40.76849155,-111.9011089,40.76849155,-111.9011089,4/9/24,0.0,False,Utah Jazz,Utah Jazz,0.4936708860759494
1152,2024-04-11,10:00p,Golden State Warriors,100,Portland Trail Blazers,92,Moda Center,/boxscores/202404110POR.html,Moda Center,Trailblazers,45.53187324,-122.6668208,45.53187324,-122.6668208,4/9/24,0.0,False,Portland Trail Blazers,Golden State Warriors,0.5569620253164557
352,2024-04-11,9:00p,Houston Rockets,121,Utah Jazz,124,Delta Center,/boxscores/202404110UTA.html,Delta Center,Jazz,40.76849155,-111.9011089,29.75115882,-95.36222803,4/9/24,1932.12469255831,False,Houston Rockets,Utah Jazz,0.3710691823899371
1870,2024-04-11,10:00p,Golden State Warriors,100,Portland Trail Blazers,92,Moda Center,/boxscores/202404110POR.html,Moda Center,Trailblazers,45.53187324,-122.6668208,34.04327087,-118.2673077,4/9/24,1331.0754816867934,False,Golden State Warriors,Golden State Warriors,0.2641509433962264
2117,2024-04-11,7:00p,Chicago Bulls,127,Detroit Pistons,105,Little Caesars Arena,/boxscores/202404110DET.html,Little Caesars Arena,Pistons,42.34136826,-83.05529949,41.88085455,-87.674251,4/9/24,384.3910410989716,False,Chicago Bulls,Chicago Bulls,0.16352201257861634
877,2024-04-12,10:00p,New Orleans Pelicans,114,Golden State Warriors,109,Chase Center,/boxscores/202404120GSW.html,Chase Center,Warriors,37.76824305,-122.3879952,38.58042676,-121.4996817,4/11/24,119.10241775515942,True,New Orleans Pelicans,New Orleans Pelicans,0.5625
783,2024-04-12,7:30p,Indiana Pacers,120,Cleveland Cavaliers,129,Rocket Mortgage Fieldhouse,/boxscores/202404120CLE.html,Rocket Mortgage FieldHouse,Cavs,41.4969733,-81.68818615,41.4969733,-81.68818615,4/10/24,0.0,False,Cleveland Cavaliers,Cleveland Cavaliers,0.5679012345679012
701,2024-04-12,7:00p,Chicago Bulls,129,Washington Wizards,127,Capital One Arena,/boxscores/202404120WAS.html,Capital One Arena,Wizards,38.89838877,-77.02081388,44.97989588,-93.27615907,4/9/24,1501.2657967556504,False,Washington Wizards,Chicago Bulls,0.475
965,2024-04-12,10:30p,Phoenix Suns,108,Sacramento Kings,107,Golden 1 Center,/boxscores/202404120SAC.html,Golden 1 Center,Kings,38.58042676,-121.4996817,38.58042676,-121.4996817,4/11/24,0.0,True,Sacramento Kings,Phoenix Suns,0.5875
2466,2024-04-12,8:00p,Denver Nuggets,120,San Antonio Spurs,121,Frost Bank Center,/boxscores/202404120SAS.html,Frost Bank Center,Spurs,29.42731446,-98.4374652,35.46387036,-97.51509234,4/10/24,676.7803749634147,False,San Antonio Spurs,San Antonio Spurs,0.7
1871,2024-04-12,10:00p,New Orleans Pelicans,114,Golden State Warriors,109,Chase Center,/boxscores/202404120GSW.html,Chase Center,Warriors,37.76824305,-122.3879952,45.53187324,-122.6668208,4/11/24,863.5854768793337,True,Golden State Warriors,New Orleans Pelicans,0.6024844720496895
2284,2024-04-12,10:30p,Utah Jazz,110,Los Angeles Clippers,109,Crypto.com Arena,/boxscores/202404120LAC.html,Crypto.com Arena,Clippers,34.04327087,-118.2673077,40.76849155,-111.9011089,4/11/24,935.0377897901748,True,Utah Jazz,Utah Jazz,0.6375
2202,2024-04-12,8:00p,Los Angeles Lakers,123,Memphis Grizzlies,120,FedEx Forum,/boxscores/202404120MEM.html,FedExForum,Grizzlies,35.13827779,-90.05061859,41.4969733,-81.68818615,4/10/24,1015.0083541443538,False,Memphis Grizzlies,Los Angeles Lakers,0.5679012345679012
1049,2024-04-12,8:30p,Detroit Pistons,107,Dallas Mavericks,89,American Airlines Center,/boxscores/202404120DAL.html,American Airlines Center,Mavericks,32.79084174,-96.81031908,25.7814792,-80.18699451,4/10/24,1787.703870612634,False,Dallas Mavericks,Detroit Pistons,0.1625
1327,2024-04-12,7:00p,Orlando Magic,113,Philadelphia 76ers,125,Wells Fargo Center,/boxscores/202404120PHI.html,Wells Fargo Center,76ers,39.9016048,-75.17200096,39.9016048,-75.17200096,4/9/24,0.0,False,Philadelphia 76ers,Philadelphia 76ers,0.575
2636,2024-04-12,7:30p,Charlotte Hornets,98,Boston Celtics,131,TD Garden,/boxscores/202404120BOS.html,TD Garden,Celtics,42.36641599,-71.06216746,33.75786112,-84.39606134,4/10/24,1506.4477599257298,False,Charlotte Hornets,Boston Celtics,0.775
353,2024-04-12,10:00p,Houston Rockets,116,Portland Trail Blazers,107,Moda Center,/boxscores/202404120POR.html,Moda Center,Trailblazers,45.53187324,-122.6668208,40.76849155,-111.9011089,4/11/24,1020.1195569432706,True,Houston Rockets,Houston Rockets,0.2625
1600,2024-04-12,8:00p,Denver Nuggets,120,San Antonio Spurs,121,Frost Bank Center,/boxscores/202404120SAS.html,Frost Bank Center,Spurs,29.42731446,-98.4374652,39.74888699,-105.007631,4/10/24,1294.7814863747492,False,Denver Nuggets,San Antonio Spurs,0.2546583850931677
1782,2024-04-12,7:00p,Orlando Magic,113,Philadelphia 76ers,125,Wells Fargo Center,/boxscores/202404120PHI.html,Wells Fargo Center,76ers,39.9016048,-75.17200096,43.04526446,-87.91742912,4/10/24,1116.593714641389,False,Orlando Magic,Philadelphia 76ers,0.5652173913043478
2548,2024-04-12,8:00p,Milwaukee Bucks,107,Oklahoma City Thunder,125,Paycom Center,/boxscores/202404120OKC.html,Paycom Center,Thunder,35.46387036,-97.51509234,43.04526446,-87.91742912,4/10/24,1178.9610875811138,False,Milwaukee Bucks,Oklahoma City Thunder,0.6875
255,2024-04-12,8:00p,Atlanta Hawks,106,Minnesota Timberwolves,109,Target Center,/boxscores/202404120MIN.html,Target Center,Wolves,44.97989588,-93.27615907,39.74888699,-105.007631,4/10/24,1124.0989602036636,False,Minnesota Timberwolves,Minnesota Timberwolves,0.45
1235,2024-04-12,8:00p,Milwaukee Bucks,107,Oklahoma City Thunder,125,Paycom Center,/boxscores/202404120OKC.html,Paycom Center,Thunder,35.46387036,-97.51509234,35.46387036,-97.51509234,4/10/24,0.0,False,Oklahoma City Thunder,Oklahoma City Thunder,0.6086956521739131
1416,2024-04-12,7:30p,Brooklyn Nets,107,New York Knicks,111,Madison Square Garden (IV),/boxscores/202404120NYK.html,Madison Square Garden,Knicks,40.75074427,-73.99350307,42.36641599,-71.06216746,4/11/24,302.8934491167339,True,New York Knicks,New York Knicks,0.4
1694,2024-04-12,10:30p,Utah Jazz,110,Los Angeles Clippers,109,Crypto.com Arena,/boxscores/202404120LAC.html,Crypto.com Arena,Clippers,34.04327087,-118.2673077,34.04327087,-118.2673077,4/10/24,0.0,False,Los Angeles Clippers,Utah Jazz,0.37888198757763975
2367,2024-04-12,7:30p,Indiana Pacers,120,Cleveland Cavaliers,129,Rocket Mortgage Fieldhouse,/boxscores/202404120CLE.html,Rocket Mortgage FieldHouse,Cavs,41.4969733,-81.68818615,43.64395522,-79.37918473,4/9/24,304.5138260846434,False,Indiana Pacers,Cleveland Cavaliers,0.5900621118012422
1511,2024-04-12,8:00p,Toronto Raptors,103,Miami Heat,125,Kaseya Center,/boxscores/202404120MIA.html,Kaseya Center,Heat,25.7814792,-80.18699451,25.7814792,-80.18699451,4/10/24,0.0,False,Miami Heat,Miami Heat,0.3125
435,2024-04-12,7:30p,Charlotte Hornets,98,Boston Celtics,131,TD Garden,/boxscores/202404120BOS.html,TD Garden,Celtics,42.37,-71.06216746,42.36641599,-71.06216746,4/11/24,0.3985237290433264,True,Boston Celtics,Boston Celtics,0.2484472049689441
1954,2024-04-12,7:30p,Brooklyn Nets,107,New York Knicks,111,Madison Square Garden (IV),/boxscores/202404120NYK.html,Madison Square Garden,Knicks,40.75074427,-73.99350307,40.68282142,-73.97543706,4/10/24,7.704622594456031,False,Brooklyn Nets,New York Knicks,0.6024844720496895
536,2024-04-12,8:00p,Atlanta Hawks,106,Minnesota Timberwolves,109,Target Center,/boxscores/202404120MIN.html,Target Center,Wolves,44.97989588,-93.27615907,33.75786112,-84.39606134,4/10/24,1460.715331725174,False,Atlanta Hawks,Minnesota Timberwolves,0.6894409937888198
81,2024-04-12,8:00p,Los Angeles Lakers,123,Memphis Grizzlies,120,FedEx Forum,/boxscores/202404120MEM.html,FedExForum,Grizzlies,35.13827779,-90.05061859,34.04327087,-118.2673077,4/9/24,2577.1584059447173,False,Los Angeles Lakers,Los Angeles Lakers,0.33540372670807456
2036,2024-04-12,8:00p,Toronto Raptors,103,Miami Heat,125,Kaseya Center,/boxscores/202404120MIA.html,Kaseya Center,Heat,25.7814792,-80.18699451,40.68282142,-73.97543706,4/10/24,1753.5263599325783,False,Toronto Raptors,Miami Heat,0.5527950310559007
2118,2024-04-12,7:00p,Chicago Bulls,129,Washington Wizards,127,Capital One Arena,/boxscores/202404120WAS.html,Capital One Arena,Wizards,38.89838877,-77.02081388,42.34136826,-83.05529949,4/11/24,636.88728002994,True,Chicago Bulls,Chicago Bulls,0.18633540372670807
619,2024-04-12,8:30p,Detroit Pistons,107,Dallas Mavericks,89,American Airlines Center,/boxscores/202404120DAL.html,American Airlines Center,Mavericks,32.79084174,-96.81031908,42.34136826,-83.05529949,4/11/24,1607.9423303055844,True,Detroit Pistons,Detroit Pistons,0.6211180124223602
169,2024-04-12,10:30p,Phoenix Suns,108,Sacramento Kings,107,Golden 1 Center,/boxscores/202404120SAC.html,Golden 1 Center,Kings,38.58042676,-121.4996817,34.04327087,-118.2673077,4/10/24,581.6264657800731,False,Phoenix Suns,Phoenix Suns,0.5590062111801242
1153,2024-04-12,10:00p,Houston Rockets,116,Portland Trail Blazers,107,Moda Center,/boxscores/202404120POR.html,Moda Center,Trailblazers,45.53187324,-122.6668208,45.53187324,-122.6668208,4/11/24,0.0,True,Portland Trail Blazers,Houston Rockets,0.4906832298136646
82,2024-04-14,3:30p,Los Angeles Lakers,124,New Orleans Pelicans,108,Smoothie King Center,/boxscores/202404140NOP.html,Smoothie King Center,Pelicans,29.94947202,-90.08207826,35.13827779,-90.05061859,4/12/24,576.9764012854545,False,Los Angeles Lakers,Los Angeles Lakers,0.6049382716049383
1050,2024-04-14,3:30p,Dallas Mavericks,86,Oklahoma City Thunder,135,Paycom Center,/boxscores/202404140OKC.html,Paycom Center,Thunder,35.46387036,-97.51509234,32.79084174,-96.81031908,4/12/24,304.2212003262223,False,Dallas Mavericks,Oklahoma City Thunder,0.691358024691358
784,2024-04-14,1:00p,Charlotte Hornets,120,Cleveland Cavaliers,110,Rocket Mortgage Fieldhouse,/boxscores/202404140CLE.html,Rocket Mortgage FieldHouse,Cavs,41.4969733,-81.68818615,41.4969733,-81.68818615,4/12/24,0.0,False,Cleveland Cavaliers,Charlotte Hornets,0.24691358024691357
2203,2024-04-14,3:30p,Denver Nuggets,126,Memphis Grizzlies,111,FedEx Forum,/boxscores/202404140MEM.html,FedExForum,Grizzlies,35.13827779,-90.05061859,35.13827779,-90.05061859,4/12/24,0.0,False,Memphis Grizzlies,Denver Nuggets,0.691358024691358
2467,2024-04-14,3:30p,Detroit Pistons,95,San Antonio Spurs,123,Frost Bank Center,/boxscores/202404140SAS.html,Frost Bank Center,Spurs,29.42731446,-98.4374652,29.42731446,-98.4374652,4/12/24,0.0,False,San Antonio Spurs,San Antonio Spurs,0.1728395061728395
1783,2024-04-14,1:00p,Milwaukee Bucks,88,Orlando Magic,113,Kia Center,/boxscores/202404140ORL.html,Kia Center,Magic,28.53944289,-81.38376767,39.9016048,-75.17200096,4/12/24,1385.5531845800135,False,Orlando Magic,Orlando Magic,0.6049382716049383
1872,2024-04-14,3:30p,Utah Jazz,116,Golden State Warriors,123,Chase Center,/boxscores/202404140GSW.html,Chase Center,Warriors,37.76824305,-122.3879952,37.76824305,-122.3879952,4/12/24,0.0,False,Golden State Warriors,Golden State Warriors,0.38271604938271603
