Date,Start (ET),Visitor,Visitor Points,Home,Home Points,Arena,Box Score Link
"Fri, Mar 22, 2024",8:00p,Cleveland Cavaliers,91,Minnesota Timberwolves,104,Target Center,/boxscores/202403220MIN.html
"Fri, Mar 22, 2024",8:00p,Memphis Grizzlies,99,San Antonio Spurs,97,Frost Bank Center,/boxscores/202403220SAS.html
"Fri, Mar 22, 2024",10:00p,Indiana Pacers,123,Golden State Warriors,111,Chase Center,/boxscores/202403220GSW.html
"Fri, Mar 22, 2024",10:00p,Los Angeles Clippers,125,Portland Trail Blazers,117,Moda Center,/boxscores/202403220POR.html
"Fri, Mar 22, 2024",10:30p,Philadelphia 76ers,94,Los Angeles Lakers,101,Crypto.com Arena,/boxscores/202403220LAL.html
"Sat, Mar 23, 2024",1:00p,Brooklyn Nets,93,New York Knicks,105,Madison Square Garden (IV),/boxscores/202403230NYK.html
"Sat, Mar 23, 2024",7:00p,Sacramento Kings,109,Orlando Magic,107,Kia Center,/boxscores/202403230ORL.html
"Sat, Mar 23, 2024",7:30p,Charlotte Hornets,91,Atlanta Hawks,132,State Farm Arena,/boxscores/202403230ATL.html
"Sat, Mar 23, 2024",8:00p,Boston Celtics,124,Chicago Bulls,113,United Center,/boxscores/202403230CHI.html
"Sat, Mar 23, 2024",8:00p,Utah Jazz,119,Houston Rockets,147,Toyota Center,/boxscores/202403230HOU.html
"Sat, Mar 23, 2024",8:00p,Phoenix Suns,131,San Antonio Spurs,106,Frost Bank Center,/boxscores/202403230SAS.html
"Sat, Mar 23, 2024",8:00p,Toronto Raptors,109,Washington Wizards,112,Capital One Arena,/boxscores/202403230WAS.html
"Sat, Mar 23, 2024",10:00p,Denver Nuggets,114,Portland Trail Blazers,111,Moda Center,/boxscores/202403230POR.html
"Sun, Mar 24, 2024",3:00p,New Orleans Pelicans,114,Detroit Pistons,101,Little Caesars Arena,/boxscores/202403240DET.html
"Sun, Mar 24, 2024",3:30p,Philadelphia 76ers,121,Los Angeles Clippers,107,Crypto.com Arena,/boxscores/202403240LAC.html
"Sun, Mar 24, 2024",6:00p,Cleveland Cavaliers,84,Miami Heat,121,Kaseya Center,/boxscores/202403240MIA.html
"Sun, Mar 24, 2024",7:00p,Oklahoma City Thunder,93,Milwaukee Bucks,118,Fiserv Forum,/boxscores/202403240MIL.html
"Sun, Mar 24, 2024",7:00p,Golden State Warriors,110,Minnesota Timberwolves,114,Target Center,/boxscores/202403240MIN.html
"Sun, Mar 24, 2024",10:00p,Indiana Pacers,145,Los Angeles Lakers,150,Crypto.com Arena,/boxscores/202403240LAL.html
"Mon, Mar 25, 2024",7:00p,Charlotte Hornets,92,Cleveland Cavaliers,115,Rocket Mortgage Fieldhouse,/boxscores/202403250CLE.html
"Mon, Mar 25, 2024",7:30p,Boston Celtics,118,Atlanta Hawks,120,State Farm Arena,/boxscores/202403250ATL.html
"Mon, Mar 25, 2024",7:30p,Detroit Pistons,99,New York Knicks,124,Madison Square Garden (IV),/boxscores/202403250NYK.html
"Mon, Mar 25, 2024",7:30p,Brooklyn Nets,96,Toronto Raptors,88,Scotiabank Arena,/boxscores/202403250TOR.html
"Mon, Mar 25, 2024",8:00p,Washington Wizards,107,Chicago Bulls,105,United Center,/boxscores/202403250CHI.html
"Mon, Mar 25, 2024",8:00p,Portland Trail Blazers,92,Houston Rockets,110,Toyota Center,/boxscores/202403250HOU.html
"Mon, Mar 25, 2024",8:00p,Phoenix Suns,102,San Antonio Spurs,104,Frost Bank Center,/boxscores/202403250SAS.html
"Mon, Mar 25, 2024",9:00p,Memphis Grizzlies,103,Denver Nuggets,128,Ball Arena,/boxscores/202403250DEN.html
"Mon, Mar 25, 2024",9:00p,Dallas Mavericks,115,Utah Jazz,105,Delta Center,/boxscores/202403250UTA.html
"Mon, Mar 25, 2024",10:00p,Philadelphia 76ers,96,Sacramento Kings,108,Golden 1 Center,/boxscores/202403250SAC.html
"Mon, Mar 25, 2024",10:30p,Indiana Pacers,133,Los Angeles Clippers,116,Crypto.com Arena,/boxscores/202403250LAC.html
"Tue, Mar 26, 2024",7:30p,Golden State Warriors,113,Miami Heat,92,Kaseya Center,/boxscores/202403260MIA.html
"Tue, Mar 26, 2024",7:30p,Los Angeles Lakers,128,Milwaukee Bucks,124,Fiserv Forum,/boxscores/202403260MIL.html
"Tue, Mar 26, 2024",8:00p,Oklahoma City Thunder,119,New Orleans Pelicans,112,Smoothie King Center,/boxscores/202403260NOP.html
"Tue, Mar 26, 2024",10:00p,Dallas Mavericks,132,Sacramento Kings,96,Golden 1 Center,/boxscores/202403260SAC.html
"Wed, Mar 27, 2024",7:00p,Cleveland Cavaliers,111,Charlotte Hornets,118,Spectrum Center,/boxscores/202403270CHO.html
"Wed, Mar 27, 2024",7:00p,Golden State Warriors,101,Orlando Magic,93,Kia Center,/boxscores/202403270ORL.html
"Wed, Mar 27, 2024",7:00p,Brooklyn Nets,122,Washington Wizards,119,Capital One Arena,/boxscores/202403270WAS.html
"Wed, Mar 27, 2024",7:30p,Portland Trail Blazers,106,Atlanta Hawks,120,State Farm Arena,/boxscores/202403270ATL.html
"Wed, Mar 27, 2024",7:30p,Los Angeles Clippers,108,Philadelphia 76ers,107,Wells Fargo Center,/boxscores/202403270PHI.html
"Wed, Mar 27, 2024",7:30p,New York Knicks,145,Toronto Raptors,101,Scotiabank Arena,/boxscores/202403270TOR.html
"Wed, Mar 27, 2024",8:00p,Indiana Pacers,99,Chicago Bulls,125,United Center,/boxscores/202403270CHI.html
"Wed, Mar 27, 2024",8:00p,Los Angeles Lakers,136,Memphis Grizzlies,124,FedEx Forum,/boxscores/202403270MEM.html
"Wed, Mar 27, 2024",8:00p,Detroit Pistons,91,Minnesota Timberwolves,106,Target Center,/boxscores/202403270MIN.html
"Wed, Mar 27, 2024",8:00p,Houston Rockets,132,Oklahoma City Thunder,126,Paycom Center,/boxscores/202403270OKC.html
"Wed, Mar 27, 2024",9:00p,San Antonio Spurs,118,Utah Jazz,111,Delta Center,/boxscores/202403270UTA.html
"Wed, Mar 27, 2024",10:00p,Phoenix Suns,104,Denver Nuggets,97,Ball Arena,/boxscores/202403270DEN.html
"Thu, Mar 28, 2024",7:30p,Boston Celtics,122,Atlanta Hawks,123,State Farm Arena,/boxscores/202403280ATL.html
"Thu, Mar 28, 2024",8:00p,Milwaukee Bucks,100,New Orleans Pelicans,107,Smoothie King Center,/boxscores/202403280NOP.html
"Fri, Mar 29, 2024",7:00p,Golden State Warriors,115,Charlotte Hornets,97,Spectrum Center,/boxscores/202403290CHO.html
"Fri, Mar 29, 2024",7:00p,Los Angeles Lakers,90,Indiana Pacers,109,Gainbridge Fieldhouse,/boxscores/202403290IND.html
"Fri, Mar 29, 2024",7:00p,Los Angeles Clippers,100,Orlando Magic,97,Kia Center,/boxscores/202403290ORL.html
"Fri, Mar 29, 2024",7:00p,Detroit Pistons,96,Washington Wizards,87,Capital One Arena,/boxscores/202403290WAS.html
"Fri, Mar 29, 2024",7:30p,Chicago Bulls,108,Brooklyn Nets,125,Barclays Center,/boxscores/202403290BRK.html
"Fri, Mar 29, 2024",7:30p,Philadelphia 76ers,114,Cleveland Cavaliers,117,Rocket Mortgage Fieldhouse,/boxscores/202403290CLE.html
"Fri, Mar 29, 2024",8:00p,Portland Trail Blazers,82,Miami Heat,142,Kaseya Center,/boxscores/202403290MIA.html
"Fri, Mar 29, 2024",8:00p,Phoenix Suns,103,Oklahoma City Thunder,128,Paycom Center,/boxscores/202403290OKC.html
"Fri, Mar 29, 2024",8:00p,New York Knicks,126,San Antonio Spurs,130,Frost Bank Center,/boxscores/202403290SAS.html
"Fri, Mar 29, 2024",9:00p,Minnesota Timberwolves,111,Denver Nuggets,98,Ball Arena,/boxscores/202403290DEN.html
"Fri, Mar 29, 2024",9:30p,Houston Rockets,101,Utah Jazz,100,Delta Center,/boxscores/202403290UTA.html
"Fri, Mar 29, 2024",10:00p,Dallas Mavericks,107,Sacramento Kings,103,Golden 1 Center,/boxscores/202403290SAC.html
"Sat, Mar 30, 2024",5:00p,Boston Celtics,104,New Orleans Pelicans,92,Smoothie King Center,/boxscores/202403300NOP.html
"Sat, Mar 30, 2024",7:00p,Memphis Grizzlies,88,Orlando Magic,118,Kia Center,/boxscores/202403300ORL.html
"Sat, Mar 30, 2024",7:30p,Milwaukee Bucks,122,Atlanta Hawks,113,State Farm Arena,/boxscores/202403300ATL.html
"Sun, Mar 31, 2024",3:30p,Cleveland Cavaliers,101,Denver Nuggets,130,Ball Arena,/boxscores/202403310DEN.html
"Sun, Mar 31, 2024",6:00p,Los Angeles Lakers,116,Brooklyn Nets,104,Barclays Center,/boxscores/202403310BRK.html
"Sun, Mar 31, 2024",6:00p,Los Angeles Clippers,130,Charlotte Hornets,118,Spectrum Center,/boxscores/202403310CHO.html
"Sun, Mar 31, 2024",6:00p,Philadelphia 76ers,135,Toronto Raptors,120,Scotiabank Arena,/boxscores/202403310TOR.html
"Sun, Mar 31, 2024",6:00p,Miami Heat,119,Washington Wizards,107,Capital One Arena,/boxscores/202403310WAS.html
"Sun, Mar 31, 2024",7:00p,Dallas Mavericks,125,Houston Rockets,107,Toyota Center,/boxscores/202403310HOU.html
"Sun, Mar 31, 2024",7:00p,Chicago Bulls,109,Minnesota Timberwolves,101,Target Center,/boxscores/202403310MIN.html
"Sun, Mar 31, 2024",7:00p,Oklahoma City Thunder,113,New York Knicks,112,Madison Square Garden (IV),/boxscores/202403310NYK.html
"Sun, Mar 31, 2024",7:00p,Golden State Warriors,117,San Antonio Spurs,113,Frost Bank Center,/boxscores/202403310SAS.html
"Sun, Mar 31, 2024",9:00p,Utah Jazz,106,Sacramento Kings,127,Golden 1 Center,/boxscores/202403310SAC.html
"Mon, Apr 1, 2024",7:00p,Boston Celtics,118,Charlotte Hornets,104,Spectrum Center,/boxscores/202404010CHO.html
"Mon, Apr 1, 2024",7:00p,Memphis Grizzlies,110,Detroit Pistons,108,Little Caesars Arena,/boxscores/202404010DET.html
"Mon, Apr 1, 2024",7:00p,Brooklyn Nets,111,Indiana Pacers,133,Gainbridge Fieldhouse,/boxscores/202404010IND.html
"Mon, Apr 1, 2024",7:00p,Portland Trail Blazers,103,Orlando Magic,104,Kia Center,/boxscores/202404010ORL.html
"Mon, Apr 1, 2024",8:00p,Atlanta Hawks,113,Chicago Bulls,101,United Center,/boxscores/202404010CHI.html
"Mon, Apr 1, 2024",8:00p,Phoenix Suns,124,New Orleans Pelicans,111,Smoothie King Center,/boxscores/202404010NOP.html
"Tue, Apr 2, 2024",7:00p,Los Angeles Lakers,128,Toronto Raptors,111,Scotiabank Arena,/boxscores/202404020TOR.html
"Tue, Apr 2, 2024",7:00p,Milwaukee Bucks,113,Washington Wizards,117,Capital One Arena,/boxscores/202404020WAS.html
"Tue, Apr 2, 2024",7:30p,New York Knicks,99,Miami Heat,109,Kaseya Center,/boxscores/202404020MIA.html
"Tue, Apr 2, 2024",7:30p,Oklahoma City Thunder,105,Philadelphia 76ers,109,Wells Fargo Center,/boxscores/202404020PHI.html
"Tue, Apr 2, 2024",8:00p,Houston Rockets,106,Minnesota Timberwolves,113,Target Center,/boxscores/202404020MIN.html
"Tue, Apr 2, 2024",9:00p,San Antonio Spurs,105,Denver Nuggets,110,Ball Arena,/boxscores/202404020DEN.html
"Tue, Apr 2, 2024",9:00p,Cleveland Cavaliers,129,Utah Jazz,113,Delta Center,/boxscores/202404020UTA.html
"Tue, Apr 2, 2024",10:00p,Dallas Mavericks,100,Golden State Warriors,104,Chase Center,/boxscores/202404020GSW.html
"Tue, Apr 2, 2024",10:00p,Los Angeles Clippers,95,Sacramento Kings,109,Golden 1 Center,/boxscores/202404020SAC.html
"Wed, Apr 3, 2024",7:00p,Portland Trail Blazers,89,Charlotte Hornets,86,Spectrum Center,/boxscores/202404030CHO.html
"Wed, Apr 3, 2024",7:00p,Los Angeles Lakers,125,Washington Wizards,120,Capital One Arena,/boxscores/202404030WAS.html
"Wed, Apr 3, 2024",7:30p,Detroit Pistons,113,Atlanta Hawks,121,State Farm Arena,/boxscores/202404030ATL.html
"Wed, Apr 3, 2024",7:30p,Oklahoma City Thunder,100,Boston Celtics,135,TD Garden,/boxscores/202404030BOS.html
"Wed, Apr 3, 2024",7:30p,Indiana Pacers,111,Brooklyn Nets,115,Barclays Center,/boxscores/202404030BRK.html
"Wed, Apr 3, 2024",8:00p,Memphis Grizzlies,111,Milwaukee Bucks,101,Fiserv Forum,/boxscores/202404030MIL.html
"Wed, Apr 3, 2024",8:00p,Toronto Raptors,85,Minnesota Timberwolves,133,Target Center,/boxscores/202404030MIN.html
"Wed, Apr 3, 2024",8:00p,Orlando Magic,117,New Orleans Pelicans,108,Smoothie King Center,/boxscores/202404030NOP.html
"Wed, Apr 3, 2024",10:00p,Cleveland Cavaliers,101,Phoenix Suns,122,Footprint Center,/boxscores/202404030PHO.html
"Thu, Apr 4, 2024",7:30p,Atlanta Hawks,95,Dallas Mavericks,109,American Airlines Center,/boxscores/202404040DAL.html
"Thu, Apr 4, 2024",7:30p,Philadelphia 76ers,109,Miami Heat,105,Kaseya Center,/boxscores/202404040MIA.html
"Thu, Apr 4, 2024",7:30p,Sacramento Kings,109,New York Knicks,120,Madison Square Garden (IV),/boxscores/202404040NYK.html
"Thu, Apr 4, 2024",8:00p,Golden State Warriors,133,Houston Rockets,110,Toyota Center,/boxscores/202404040HOU.html
"Thu, Apr 4, 2024",10:00p,Denver Nuggets,100,Los Angeles Clippers,102,Crypto.com Arena,/boxscores/202404040LAC.html
"Fri, Apr 5, 2024",7:00p,Orlando Magic,115,Charlotte Hornets,124,Spectrum Center,/boxscores/202404050CHO.html
"Fri, Apr 5, 2024",7:00p,Oklahoma City Thunder,112,Indiana Pacers,126,Gainbridge Fieldhouse,/boxscores/202404050IND.html
"Fri, Apr 5, 2024",7:00p,Portland Trail Blazers,108,Washington Wizards,102,Capital One Arena,/boxscores/202404050WAS.html
"Fri, Apr 5, 2024",7:30p,Sacramento Kings,100,Boston Celtics,101,TD Garden,/boxscores/202404050BOS.html
"Fri, Apr 5, 2024",8:00p,New York Knicks,100,Chicago Bulls,108,United Center,/boxscores/202404050CHI.html
"Fri, Apr 5, 2024",8:00p,Miami Heat,119,Houston Rockets,104,Toyota Center,/boxscores/202404050HOU.html
"Fri, Apr 5, 2024",8:00p,Detroit Pistons,90,Memphis Grizzlies,108,FedEx Forum,/boxscores/202404050MEM.html
"Fri, Apr 5, 2024",8:00p,Toronto Raptors,117,Milwaukee Bucks,111,Fiserv Forum,/boxscores/202404050MIL.html
"Fri, Apr 5, 2024",8:00p,San Antonio Spurs,111,New Orleans Pelicans,109,Smoothie King Center,/boxscores/202404050NOP.html
"Fri, Apr 5, 2024",8:30p,Golden State Warriors,106,Dallas Mavericks,108,American Airlines Center,/boxscores/202404050DAL.html
"Fri, Apr 5, 2024",10:00p,Minnesota Timberwolves,87,Phoenix Suns,97,Footprint Center,/boxscores/202404050PHO.html
"Fri, Apr 5, 2024",10:30p,Utah Jazz,102,Los Angeles Clippers,131,Crypto.com Arena,/boxscores/202404050LAC.html
"Sat, Apr 6, 2024",3:30p,Cleveland Cavaliers,97,Los Angeles Lakers,116,Crypto.com Arena,/boxscores/202404060LAL.html
"Sat, Apr 6, 2024",7:00p,Detroit Pistons,103,Brooklyn Nets,113,Barclays Center,/boxscores/202404060BRK.html
"Sat, Apr 6, 2024",8:00p,Philadelphia 76ers,116,Memphis Grizzlies,96,FedEx Forum,/boxscores/202404060MEM.html
"Sat, Apr 6, 2024",9:00p,Atlanta Hawks,110,Denver Nuggets,142,Ball Arena,/boxscores/202404060DEN.html
"Sun, Apr 7, 2024",3:30p,Houston Rockets,136,Dallas Mavericks,147,American Airlines Center,/boxscores/202404070DAL.html
"Sun, Apr 7, 2024",3:30p,Cleveland Cavaliers,118,Los Angeles Clippers,120,Crypto.com Arena,/boxscores/202404070LAC.html
"Sun, Apr 7, 2024",5:00p,Miami Heat,115,Indiana Pacers,117,Gainbridge Fieldhouse,/boxscores/202404070IND.html
"Sun, Apr 7, 2024",6:00p,Portland Trail Blazers,107,Boston Celtics,124,TD Garden,/boxscores/202404070BOS.html
"Sun, Apr 7, 2024",6:00p,Oklahoma City Thunder,121,Charlotte Hornets,118,Spectrum Center,/boxscores/202404070CHO.html
"Sun, Apr 7, 2024",6:00p,Chicago Bulls,98,Orlando Magic,113,Kia Center,/boxscores/202404070ORL.html
"Sun, Apr 7, 2024",6:00p,New Orleans Pelicans,113,Phoenix Suns,105,Footprint Center,/boxscores/202404070PHO.html
"Sun, Apr 7, 2024",6:00p,Washington Wizards,122,Toronto Raptors,130,Scotiabank Arena,/boxscores/202404070TOR.html
"Sun, Apr 7, 2024",7:00p,New York Knicks,122,Milwaukee Bucks,109,Fiserv Forum,/boxscores/202404070MIL.html
"Sun, Apr 7, 2024",7:00p,Philadelphia 76ers,133,San Antonio Spurs,126,Frost Bank Center,/boxscores/202404070SAS.html
"Sun, Apr 7, 2024",7:30p,Sacramento Kings,107,Brooklyn Nets,77,Barclays Center,/boxscores/202404070BRK.html
"Sun, Apr 7, 2024",8:30p,Utah Jazz,110,Golden State Warriors,118,Chase Center,/boxscores/202404070GSW.html
"Sun, Apr 7, 2024",10:00p,Minnesota Timberwolves,127,Los Angeles Lakers,117,Crypto.com Arena,/boxscores/202404070LAL.html
"Tue, Apr 9, 2024",7:00p,Dallas Mavericks,130,Charlotte Hornets,104,Spectrum Center,/boxscores/202404090CHO.html
"Tue, Apr 9, 2024",7:00p,Detroit Pistons,102,Philadelphia 76ers,120,Wells Fargo Center,/boxscores/202404090PHI.html
"Tue, Apr 9, 2024",7:00p,Indiana Pacers,140,Toronto Raptors,123,Scotiabank Arena,/boxscores/202404090TOR.html
"Tue, Apr 9, 2024",7:30p,Miami Heat,117,Atlanta Hawks,111,State Farm Arena,/boxscores/202404090ATL.html
"Tue, Apr 9, 2024",7:30p,Boston Celtics,91,Milwaukee Bucks,104,Fiserv Forum,/boxscores/202404090MIL.html
"Tue, Apr 9, 2024",8:00p,New York Knicks,128,Chicago Bulls,117,United Center,/boxscores/202404090CHI.html
"Tue, Apr 9, 2024",8:00p,Orlando Magic,106,Houston Rockets,118,Toyota Center,/boxscores/202404090HOU.html
"Tue, Apr 9, 2024",8:00p,San Antonio Spurs,102,Memphis Grizzlies,87,FedEx Forum,/boxscores/202404090MEM.html
"Tue, Apr 9, 2024",8:00p,Washington Wizards,121,Minnesota Timberwolves,130,Target Center,/boxscores/202404090MIN.html
"Tue, Apr 9, 2024",8:00p,Sacramento Kings,105,Oklahoma City Thunder,112,Paycom Center,/boxscores/202404090OKC.html
"Tue, Apr 9, 2024",9:00p,Denver Nuggets,111,Utah Jazz,95,Delta Center,/boxscores/202404090UTA.html
"Tue, Apr 9, 2024",10:00p,Golden State Warriors,134,Los Angeles Lakers,120,Crypto.com Arena,/boxscores/202404090LAL.html
"Tue, Apr 9, 2024",10:00p,Los Angeles Clippers,105,Phoenix Suns,92,Footprint Center,/boxscores/202404090PHO.html
"Tue, Apr 9, 2024",10:00p,New Orleans Pelicans,110,Portland Trail Blazers,100,Moda Center,/boxscores/202404090POR.html
"Wed, Apr 10, 2024",7:00p,Memphis Grizzlies,98,Cleveland Cavaliers,110,Rocket Mortgage Fieldhouse,/boxscores/202404100CLE.html
"Wed, Apr 10, 2024",7:30p,Charlotte Hornets,115,Atlanta Hawks,114,State Farm Arena,/boxscores/202404100ATL.html
"Wed, Apr 10, 2024",7:30p,Toronto Raptors,102,Brooklyn Nets,106,Barclays Center,/boxscores/202404100BRK.html
"Wed, Apr 10, 2024",7:30p,Dallas Mavericks,111,Miami Heat,92,Kaseya Center,/boxscores/202404100MIA.html
"Wed, Apr 10, 2024",8:00p,Orlando Magic,99,Milwaukee Bucks,117,Fiserv Forum,/boxscores/202404100MIL.html
"Wed, Apr 10, 2024",8:00p,San Antonio Spurs,89,Oklahoma City Thunder,127,Paycom Center,/boxscores/202404100OKC.html
"Wed, Apr 10, 2024",10:00p,Minnesota Timberwolves,107,Denver Nuggets,116,Ball Arena,/boxscores/202404100DEN.html
"Wed, Apr 10, 2024",10:30p,Phoenix Suns,124,Los Angeles Clippers,108,Crypto.com Arena,/boxscores/202404100LAC.html
"Thu, Apr 11, 2024",7:00p,Chicago Bulls,127,Detroit Pistons,105,Little Caesars Arena,/boxscores/202404110DET.html
"Thu, Apr 11, 2024",7:30p,New York Knicks,118,Boston Celtics,109,TD Garden,/boxscores/202404110BOS.html
"Thu, Apr 11, 2024",9:00p,Houston Rockets,121,Utah Jazz,124,Delta Center,/boxscores/202404110UTA.html
"Thu, Apr 11, 2024",10:00p,Golden State Warriors,100,Portland Trail Blazers,92,Moda Center,/boxscores/202404110POR.html
"Thu, Apr 11, 2024",10:00p,New Orleans Pelicans,135,Sacramento Kings,123,Golden 1 Center,/boxscores/202404110SAC.html
"Fri, Apr 12, 2024",7:00p,Orlando Magic,113,Philadelphia 76ers,125,Wells Fargo Center,/boxscores/202404120PHI.html
"Fri, Apr 12, 2024",7:00p,Chicago Bulls,129,Washington Wizards,127,Capital One Arena,/boxscores/202404120WAS.html
"Fri, Apr 12, 2024",7:30p,Charlotte Hornets,98,Boston Celtics,131,TD Garden,/boxscores/202404120BOS.html
"Fri, Apr 12, 2024",7:30p,Indiana Pacers,120,Cleveland Cavaliers,129,Rocket Mortgage Fieldhouse,/boxscores/202404120CLE.html
"Fri, Apr 12, 2024",7:30p,Brooklyn Nets,107,New York Knicks,111,Madison Square Garden (IV),/boxscores/202404120NYK.html
"Fri, Apr 12, 2024",8:00p,Los Angeles Lakers,123,Memphis Grizzlies,120,FedEx Forum,/boxscores/202404120MEM.html
"Fri, Apr 12, 2024",8:00p,Toronto Raptors,103,Miami Heat,125,Kaseya Center,/boxscores/202404120MIA.html
"Fri, Apr 12, 2024",8:00p,Atlanta Hawks,106,Minnesota Timberwolves,109,Target Center,/boxscores/202404120MIN.html
"Fri, Apr 12, 2024",8:00p,Milwaukee Bucks,107,Oklahoma City Thunder,125,Paycom Center,/boxscores/202404120OKC.html
"Fri, Apr 12, 2024",8:00p,Denver Nuggets,120,San Antonio Spurs,121,Frost Bank Center,/boxscores/202404120SAS.html
"Fri, Apr 12, 2024",8:30p,Detroit Pistons,107,Dallas Mavericks,89,American Airlines Center,/boxscores/202404120DAL.html
"Fri, Apr 12, 2024",10:00p,New Orleans Pelicans,114,Golden State Warriors,109,Chase Center,/boxscores/202404120GSW.html
"Fri, Apr 12, 2024",10:00p,Houston Rockets,116,Portland Trail Blazers,107,Moda Center,/boxscores/202404120POR.html
"Fri, Apr 12, 2024",10:30p,Utah Jazz,110,Los Angeles Clippers,109,Crypto.com Arena,/boxscores/202404120LAC.html
"Fri, Apr 12, 2024",10:30p,Phoenix Suns,108,Sacramento Kings,107,Golden 1 Center,/boxscores/202404120SAC.html
"Sun, Apr 14, 2024",1:00p,Washington Wizards,122,Boston Celtics,132,TD Garden,/boxscores/202404140BOS.html
"Sun, Apr 14, 2024",1:00p,Charlotte Hornets,120,Cleveland Cavaliers,110,Rocket Mortgage Fieldhouse,/boxscores/202404140CLE.html
"Sun, Apr 14, 2024",1:00p,Atlanta Hawks,115,Indiana Pacers,157,Gainbridge Fieldhouse,/boxscores/202404140IND.html
"Sun, Apr 14, 2024",1:00p,Toronto Raptors,103,Miami Heat,118,Kaseya Center,/boxscores/202404140MIA.html
"Sun, Apr 14, 2024",1:00p,Chicago Bulls,119,New York Knicks,120,Madison Square Garden (IV),/boxscores/202404140NYK.html
"Sun, Apr 14, 2024",1:00p,Milwaukee Bucks,88,Orlando Magic,113,Kia Center,/boxscores/202404140ORL.html
"Sun, Apr 14, 2024",1:00p,Brooklyn Nets,86,Philadelphia 76ers,107,Wells Fargo Center,/boxscores/202404140PHI.html
"Sun, Apr 14, 2024",3:30p,Utah Jazz,116,Golden State Warriors,123,Chase Center,/boxscores/202404140GSW.html
"Sun, Apr 14, 2024",3:30p,Houston Rockets,116,Los Angeles Clippers,105,Crypto.com Arena,/boxscores/202404140LAC.html
"Sun, Apr 14, 2024",3:30p,Denver Nuggets,126,Memphis Grizzlies,111,FedEx Forum,/boxscores/202404140MEM.html
"Sun, Apr 14, 2024",3:30p,Phoenix Suns,125,Minnesota Timberwolves,106,Target Center,/boxscores/202404140MIN.html
"Sun, Apr 14, 2024",3:30p,Los Angeles Lakers,124,New Orleans Pelicans,108,Smoothie King Center,/boxscores/202404140NOP.html
"Sun, Apr 14, 2024",3:30p,Dallas Mavericks,86,Oklahoma City Thunder,135,Paycom Center,/boxscores/202404140OKC.html
"Sun, Apr 14, 2024",3:30p,Portland Trail Blazers,82,Sacramento Kings,121,Golden 1 Center,/boxscores/202404140SAC.html
"Sun, Apr 14, 2024",3:30p,Detroit Pistons,95,San Antonio Spurs,123,Frost Bank Center,/boxscores/202404140SAS.html
"Tue, Apr 16, 2024",7:30p,Los Angeles Lakers,110,New Orleans Pelicans,106,Smoothie King Center,/boxscores/202404160NOP.html
"Tue, Apr 16, 2024",10:00p,Golden State Warriors,94,Sacramento Kings,118,Golden 1 Center,/boxscores/202404160SAC.html
"Wed, Apr 17, 2024",7:00p,Miami Heat,104,Philadelphia 76ers,105,Wells Fargo Center,/boxscores/202404170PHI.html
"Wed, Apr 17, 2024",9:30p,Atlanta Hawks,116,Chicago Bulls,131,United Center,/boxscores/202404170CHI.html
"Fri, Apr 19, 2024",7:00p,Chicago Bulls,91,Miami Heat,112,Kaseya Center,/boxscores/202404190MIA.html
"Fri, Apr 19, 2024",9:30p,Sacramento Kings,98,New Orleans Pelicans,105,Smoothie King Center,/boxscores/202404190NOP.html
"Sat, Apr 20, 2024",1:00p,Orlando Magic,83,Cleveland Cavaliers,97,Rocket Mortgage Fieldhouse,/boxscores/202404200CLE.html
"Sat, Apr 20, 2024",3:30p,Phoenix Suns,95,Minnesota Timberwolves,120,Target Center,/boxscores/202404200MIN.html
"Sat, Apr 20, 2024",6:00p,Philadelphia 76ers,104,New York Knicks,111,Madison Square Garden (IV),/boxscores/202404200NYK.html
"Sat, Apr 20, 2024",8:30p,Los Angeles Lakers,103,Denver Nuggets,114,Ball Arena,/boxscores/202404200DEN.html
"Sun, Apr 21, 2024",1:00p,Miami Heat,94,Boston Celtics,114,TD Garden,/boxscores/202404210BOS.html
"Sun, Apr 21, 2024",3:30p,Dallas Mavericks,97,Los Angeles Clippers,109,Crypto.com Arena,/boxscores/202404210LAC.html
"Sun, Apr 21, 2024",7:00p,Indiana Pacers,94,Milwaukee Bucks,109,Fiserv Forum,/boxscores/202404210MIL.html
"Sun, Apr 21, 2024",9:30p,New Orleans Pelicans,92,Oklahoma City Thunder,94,Paycom Center,/boxscores/202404210OKC.html
"Mon, Apr 22, 2024",7:00p,Orlando Magic,86,Cleveland Cavaliers,96,Rocket Mortgage Fieldhouse,/boxscores/202404220CLE.html
"Mon, Apr 22, 2024",7:30p,Philadelphia 76ers,101,New York Knicks,104,Madison Square Garden (IV),/boxscores/202404220NYK.html
"Mon, Apr 22, 2024",10:00p,Los Angeles Lakers,99,Denver Nuggets,101,Ball Arena,/boxscores/202404220DEN.html
"Tue, Apr 23, 2024",7:30p,Phoenix Suns,93,Minnesota Timberwolves,105,Target Center,/boxscores/202404230MIN.html
"Tue, Apr 23, 2024",8:30p,Indiana Pacers,125,Milwaukee Bucks,108,Fiserv Forum,/boxscores/202404230MIL.html
"Tue, Apr 23, 2024",10:00p,Dallas Mavericks,96,Los Angeles Clippers,93,Crypto.com Arena,/boxscores/202404230LAC.html
"Wed, Apr 24, 2024",7:00p,Miami Heat,111,Boston Celtics,101,TD Garden,/boxscores/202404240BOS.html
